AndromedaXX 0 7 30.7 35 7 56.0 0.059 24.35 0.12 0.16 -456.2 3.1 3.6 18.2 0.8 0.8 80.0 20.0 20.0 0.3 0.15 0.15 26.2 0.8 0.8 0.53 0.14 0.04 7.1 3.9 2.5 999 999 999 999 999 999 999 999 999 999 -2.2 0.4 0.4 3.0 (51)(202)(207) 
AndromedaXIII 0 51 51.0 33 0 16.0 0.082 24.62 0.05 0.05 -185.4 2.4 2.4 18.1 1.2 1.2 999 999 999 999 999 999 27.3 1.3 1.3 0.78 0.08 0.08 5.8 2.0 2.0 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.7 0.3 0.3 3.0 (44)(103)(130)(201)(206)(207) 
AndromedaX 1 6 33.7 44 48 16.0 0.129 24.13 0.08 0.13 -164.1 1.7 1.7 16.6 1.0 1.0 46.0 5.0 5.0 0.44 0.06 0.06 26.3 1.1 1.1 1.3 0.1 0.1 6.4 1.4 1.4 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.93 0.11 0.11 5.0 (50)(47)(104)(130)(201)(202) 
AndromedaXXI 23 54 47.7 42 28 15.0 0.093 24.59 0.06 0.07 -362.5 0.9 0.9 14.8 0.6 0.6 110.0 15.0 15.0 0.2 0.07 0.07 27.0 0.4 0.4 3.5 0.3 0.3 4.5 1.2 1.0 999 999 999 999 999 999 999 999 999 999 -1.8 0.1 0.1 3.0 (53)(201)(202)(207) 
AndromedaXXXII 0 35 59.4 51 33 35.0 0.195 24.45 0.14 0.14 999 999 999 12.2 0.7 0.7 -90.0 7.0 7.0 0.5 0.09 0.09 26.4 0.8 0.8 6.5 1.2 1.0 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 9.0 (209) 
NGC147 0 33 12.1 48 30 32.0 0.173 24.15 0.09 0.09 -193.1 0.8 0.8 9.5 0.1 0.1 25.0 3.0 3.0 0.41 0.02 0.02 21.2 999 999 3.17 999 999 16.0 1.0 1.0 17.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.1 0.1 0.1 3.0 (40)(52)(41)(130) 
AndromedaXXX 0 36 34.9 49 38 48.0 0.166 24.17 0.1 0.26 -139.8 6.0 6.6 16.2 0.3 0.3 999 999 999 999 999 999 26.61 0.8 0.8 1.35 0.12 0.18 11.8 7.7 4.7 999 999 999 999 999 999 999 999 999 999 -1.7 0.4 0.4 3.0 (202)(207)(208) 
AndromedaXIV 0 51 35.0 29 41 49.0 0.06 24.5 0.06 0.56 -480.6 1.2 1.2 15.9 0.5 0.5 999 999 999 0.31 0.09 0.09 27.2 0.6 0.6 1.7 0.8 0.8 5.3 1.0 1.0 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.26 0.05 0.05 5.0 (54)(47)(130)(201)(202) 
AndromedaXII 0 47 27.0 34 22 29.0 0.11 24.84 0.09 0.34 -558.4 3.2 3.2 18.3 1.2 1.2 999 999 999 999 999 999 28.5 1.3 1.3 1.2 0.2 0.2 2.6 5.1 2.6 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.2 0.2 0.2 3.0 (44)(103)(130)(202)(207) 
AndromedaXV 1 14 18.7 38 7 3.0 0.047 23.98 0.26 0.12 -323.0 1.4 1.4 14.6 0.3 0.3 0.0 999 999 0.0 999 999 24.8 0.4 0.4 1.21 0.05 0.05 4.0 1.4 1.4 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.8 0.2 0.2 3.0 (55)(56)(130)(201)(202) 
AndromedaII 1 16 29.8 33 25 9.0 0.061 24.07 0.06 0.06 -192.4 0.5 0.5 11.5 0.2 0.2 34.0 6.0 6.0 0.2 0.08 0.08 24.5 0.2 0.2 6.2 0.2 0.2 7.8 1.1 1.1 10.9 2.4 2.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.39 0.03 0.03 3.0 (40)(47)(105)(130)(204) 
NGC185 0 38 58.0 48 20 15.0 0.184 23.95 0.09 0.09 -203.8 1.1 1.1 9.2 0.1 0.1 35.0 3.0 3.0 0.15 0.01 0.01 20.8 999 999 2.55 999 999 24.0 1.0 1.0 15.0 5.0 5.0 0.11 15.3 0.8 0.8 0.0 0.0 0.0 -1.3 0.1 0.1 3.0 (40)(52)(41)(142) 
AndromedaXXIX 23 58 55.6 30 45 20.0 0.046 24.32 0.22 0.22 -194.4 1.5 1.5 16.0 0.4 0.4 51.0 8.0 8.0 0.35 0.06 0.06 26.44 0.9 0.9 1.7 0.2 0.2 5.7 1.2 1.2 999 999 999 999 999 999 999 999 999 999 -1.8 999 999 5.0 (57)(216) 
Triangulum 1 33 50.9 30 39 37.0 0.041 24.54 0.06 0.06 -179.2 1.7 1.7 5.7 0.1 0.1 999 999 999 999 999 999 25.46 0.6 0.6 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 8.88 8.88 8.88 9.0 (40)(58)(41) 
AndromedaXXIV 1 18 30.0 46 21 58.0 0.083 23.89 0.12 0.12 -128.2 5.2 5.2 16.3 0.5 0.5 5.0 10.0 10.0 0.25 0.05 0.05 27.8 0.5 0.5 2.1 0.1 0.1 999 999 999 999 999 999 999 999 999 999 999 999 999 -1.8 0.3 0.3 3.0 (48)(207) 
AndromedaVII 23 26 31.7 50 40 33.0 0.194 24.41 0.1 0.1 -307.2 1.3 1.3 11.2 0.3 0.3 94.0 8.0 8.0 0.13 0.04 0.04 23.2 0.2 0.2 3.5 0.1 0.1 13.0 1.0 1.0 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.4 0.3 0.3 5.0 (40)(47)(105)(130)(201) 
IC10 0 20 17.3 59 18 14.0 1.568 24.5 0.12 0.12 -348.0 1.0 1.0 9.5 0.2 0.2 999 999 999 0.19 0.02 0.02 24.6 0.2 0.2 2.65 999 999 999 999 999 999 999 999 50.0 8.0 1.0 1.0 34.0 5.0 5.0 -1.28 999 999 5.0 (59)(43)(41)(106)(145)(146)(196) 
AndromedaXXXI 22 58 16.3 41 17 28.0 0.14 24.4 0.12 0.12 999 999 999 12.7 0.7 0.7 -59.0 6.0 6.0 0.43 0.07 0.07 25.8 0.8 0.8 4.2 0.4 0.5 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 9.0 (209) 
LGS3 1 3 55.0 21 53 6.0 0.04 24.43 0.07 0.07 -286.5 0.3 0.3 14.3 0.1 0.1 0.0 999 999 0.2 999 999 24.8 0.1 0.1 2.1 0.2 0.2 7.9 5.3 2.9 999 999 999 0.38 9.1 0.3 0.3 5.0 999 999 -2.1 0.22 0.22 6.0 (40)(60)(107)(147) 
AndromedaVI 23 51 46.3 24 34 57.0 0.063 24.47 0.07 0.07 -339.8 1.9 1.9 13.0 0.2 0.2 163.0 3.0 3.0 0.41 0.03 0.03 24.1 0.2 0.2 2.3 0.2 0.2 12.4 1.5 1.3 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.5 0.1 0.1 3.0 (40)(49)(105)(144)(130)(207) 
AndromedaXXII 1 27 40.0 28 5 25.0 0.079 24.82 0.07 0.36 -129.8 2.0 2.0 18.0 0.8 0.8 114.0 15.0 15.0 0.56 0.11 0.11 26.7 0.6 0.6 0.94 0.1 0.1 2.8 1.9 1.4 999 999 999 999 999 999 999 999 999 999 -1.8 0.6 0.6 3.0 (53)(201)(202)(207)(212) 
AndromedaXVI 0 59 29.8 32 22 36.0 0.067 23.39 0.19 0.14 -367.3 2.8 2.8 14.4 0.3 0.3 0.0 999 999 0.0 999 999 23.9 0.4 0.4 0.89 0.05 0.05 3.8 2.9 2.9 999 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.1 0.2 0.2 3.0 (55)(56)(130)(201)(202) 
AndromedaXXVIII 22 32 41.2 31 12 58.0 0.09 24.1 0.5 0.2 -326.2 2.7 2.7 15.6 0.4 0.9 39.0 16.0 16.0 0.34 0.13 0.13 26.3 0.4 0.9 1.11 0.21 0.21 6.6 2.9 2.1 999 999 999 999 999 999 999 999 999 999 -2.1 0.3 0.3 3.0 (61)(207) 
AndromedaXXXIII 3 1 23.6 40 59 18.0 0.13 24.44 0.18 0.18 999 999 999 14.1 0.7 0.7 -6.0 15.0 10.0 0.43 0.15 0.17 25.6 1.0 0.9 1.7 0.4 0.4 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 9.0 (215) 
IC1613 1 4 47.8 2 7 4.0 0.025 24.39 0.12 0.12 -231.6 1.2 1.2 9.2 0.1 0.1 50.0 2.0 2.0 0.11 0.03 0.03 22.8 999 999 6.81 999 999 10.8 1.0 0.9 999 999 999 65.0 5.9 1.0 1.0 25.0 3.0 3.0 -1.6 0.2 0.2 4.0 (62)(63)(41)(148)(149)(217) 
Phoenix 1 51 6.3 -44 26 41.0 0.016 23.09 0.1 0.1 -13.0 9.0 9.0 13.2 0.4 0.4 5.0 1.0 1.0 0.4 0.1 0.1 25.8 999 999 3.76 999 999 999 999 999 999 999 999 0.12 10.0 4.0 4.0 0.0 0.0 0.0 -1.37 0.2 0.2 6.0 (64)(65)(108)(109)(150) 
Eridanus2 3 44 21.1 -43 32 0.0 0.01 22.9 0.2 0.2 75.6 3.3 3.3 15.69 0.09 0.09 82.0 7.0 7.0 0.37 0.06 0.06 26.63 0.3 0.3 1.81 0.17 0.17 6.9 1.2 0.9 0.0 0.0 0.0 999 999 999 999 999 999 999 -2.38 0.13 0.13 3.0 (226)(227)(250)(255) 
NGC6822 19 44 56.6 -14 47 21.0 0.231 23.31 0.08 0.08 -54.5 1.7 1.7 8.1 0.2 0.2 330.0 10.0 10.0 0.24 0.05 0.05 19.7 999 999 2.65 999 999 23.2 1.2 1.2 999 999 999 130.0 5.8 1.9 1.9 47.0 2.0 2.0 -1.0 0.5 0.5 3.0 (66)(67)(41)(110)(151)(197)(217) 
Cetus 0 26 11.0 -11 2 40.0 0.028 24.39 0.07 0.07 -83.9 1.2 1.2 13.1 0.2 0.2 63.0 3.0 3.0 0.33 0.06 0.06 25.0 0.2 0.2 3.2 0.1 0.1 8.3 1.0 1.0 7.7 1.2 1.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.9 0.1 0.1 3.0 (40)(68)(105)(130)(217) 
PegasusdIrr 23 28 36.3 14 44 35.0 0.068 24.82 0.07 0.07 -179.5 1.5 1.5 12.6 0.2 0.2 120.0 2.0 2.0 0.46 0.02 0.02 22.8 999 999 2.1 0.04 0.04 12.3 1.2 1.1 10.0 0.3 0.3 5.9 9.0 999 999 21.0 999 999 -1.4 0.2 0.2 5.0 (40)(69)(41)(63)(217) 
LeoT 9 34 53.4 17 3 5.0 0.031 23.1 0.1 0.1 38.1 2.0 2.0 15.5 0.14 0.14 -107.0 16.0 16.0 0.23 0.09 0.09 25.42 0.4 0.37 1.25 0.14 0.14 7.5 1.6 1.6 999 999 999 0.28 6.9 1.0 1.0 0.0 0.0 0.0 -2.02 0.05 0.05 2.0 (70)(8)(111)(153)(179)(180)(255) 
WLM 0 1 58.2 -15 27 39.0 0.038 24.85 0.08 0.08 -130.0 1.0 1.0 10.6 0.1 0.1 179.0 2.0 2.0 0.55 0.05 0.1 23.7 999 999 8.62 0.26 0.26 17.5 2.0 2.0 17.0 1.0 1.0 61.0 4.5 1.0 1.0 30.0 3.0 3.0 -1.28 0.02 0.02 3.0 (40)(71)(41)(154)(205) 
AndromedaXVIII 0 2 14.5 45 5 20.0 0.106 25.42 0.07 0.08 -332.1 2.7 2.7 16.0 999 999 999 999 999 999 999 999 25.6 999 999 0.92 0.06 0.06 9.7 2.3 2.3 999 999 999 999 999 999 999 999 999 999 -1.4 0.3 0.3 3.0 (51)(201)(202)(207) 
LeoA 9 59 26.5 30 44 47.0 0.021 24.51 0.12 0.12 24.0 1.5 1.5 12.4 0.2 0.2 114.0 5.0 5.0 0.4 0.03 0.03 22.8 999 999 2.15 999 999 6.7 1.4 1.2 0.0 0.0 0.0 11.0 9.3 1.4 1.4 0.0 0.0 0.0 -1.4 0.2 0.2 4.0 (72)(73)(41)(112)(155)(198)(217) 
Aquarius 20 46 51.8 -12 50 53.0 0.051 25.15 0.08 0.08 -137.7 2.1 2.1 14.5 0.1 0.1 98.7 1.0 1.0 0.5 0.1 0.1 23.6 0.2 0.2 1.47 0.04 0.04 7.9 1.9 1.6 999 999 999 4.1 5.8 0.1 0.1 0.0 0.0 0.0 -1.3 0.2 0.2 5.0 (40)(69)(113)(217) 
Tucana 22 41 49.6 -64 25 10.0 0.031 24.74 0.12 0.12 194.0 4.3 4.3 15.2 0.2 0.2 97.0 2.0 2.0 0.48 0.03 0.03 25.0 0.1 0.1 1.1 0.2 0.2 15.8 4.1 3.1 16.0 999 999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.95 0.15 0.15 3.0 (74)(75)(114)(130) 
SagittariusdIrr 19 29 59.0 -17 40 51.0 0.124 25.14 0.18 0.18 -78.5 1.0 1.0 13.6 0.2 0.2 90.0 999 999 0.5 999 999 23.9 0.2 0.2 0.91 0.05 0.05 999 999 999 999 999 999 8.8 10.0 1.0 1.0 0.0 0.0 0.0 -2.1 0.2 0.2 5.0 (76)(60)(115) 
UGC4879 9 16 2.2 52 50 24.0 0.016 25.67 0.04 0.04 -29.2 1.6 1.3 13.2 0.2 0.2 84.2 10.5 10.5 0.44 0.04 0.04 21.2 0.2 0.2 0.41 0.04 0.04 9.6 1.3 1.2 999 999 999 0.95 11.0 1.1 1.1 0.0 0.0 0.0 -1.58 0.06 0.06 2.0 (78)(79)(77)(200)(213)(217) 
AntliaB 9 48 56.1 -25 59 24.0 0.08 25.56 0.16 0.16 376.0 2.0 2.0 15.9 0.6 0.6 4.0 12.0 12.0 0.3 0.05 0.05 24.56 1.1 1.1 0.72 0.07 0.07 999 999 999 999 999 999 0.28 0.02 0.02 999 999 999 999 -2.0 999 999 5.0 (224) 
NGC3109 10 3 6.9 -26 9 35.0 0.067 25.57 0.08 0.08 403.0 2.0 2.0 10.7 0.1 0.1 91.5 1.0 1.0 0.82 0.01 0.01 22.6 0.1 0.1 4.3 0.1 0.1 999 999 999 999 999 999 450.0 10.0 999 999 72.4 0.5 0.5 -1.84 0.2 0.2 6.0 (80)(67)(116)(156)(81)(157) 
SextansB 10 0 0.1 5 19 56.0 0.031 25.77 0.03 0.03 304.0 1.0 1.0 11.3 0.2 0.2 110.0 2.0 2.0 0.31 0.03 0.03 21.9 0.3 0.3 1.06 0.1 0.1 8.0 999 999 90.0 999 999 51.0 18.0 999 999 71.0 999 999 999 999 999 9.0 (59)(63)(41)(117)(158) 
Antlia 10 4 4.1 -27 19 52.0 0.079 25.65 0.1 0.1 362.0 2.0 2.0 15.2 0.2 0.2 135.0 5.0 5.0 0.4 0.04 0.04 23.9 0.2 0.2 1.2 0.12 0.12 999 999 999 999 999 999 0.73 6.4 0.7 0.7 999 999 999 -1.6 0.1 0.1 6.0 (59)(81)(118)(117)(81) 
SextansA 10 11 0.8 -4 41 34.0 0.045 25.78 0.08 0.08 324.0 2.0 2.0 11.5 0.1 0.1 0.0 1.0 1.0 0.17 0.02 0.02 22.8 999 999 2.47 999 999 999 999 999 999 999 999 77.0 8.0 1.0 1.0 20.0 2.0 2.0 -1.85 999 999 6.0 (59)(67)(41)(119)(159)(199) 
HIZSS3(A) 7 0 29.3 -4 12 30.0 1.013 26.12 0.14 0.14 288.0 2.5 2.5 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 14.0 999 999 999 42.0 4.0 4.0 999 999 999 9.0 (82)(83) 
HIZSS3B 7 0 29.3 -4 12 30.0 1.013 26.12 0.14 0.14 322.6 1.4 1.4 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 2.6 999 999 999 999 999 999 999 999 999 9.0 (82)(83) 
LeoP 10 21 45.1 18 5 17.0 0.026 26.05 0.2 0.2 264.0 2.0 2.0 16.9 0.1 0.1 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 0.94 999 999 999 9.0 1.5 1.5 999 999 999 9.0 (211)(218) 
ESO410-G005 0 15 31.6 -32 10 48.0 0.014 26.42 0.04 0.04 999 999 999 14.9 0.3 0.3 57.0 999 999 0.37 999 999 22.2 0.2 0.2 0.5 0.05 0.05 999 999 999 999 999 999 0.73 14.2 0.6 0.6 999 999 999 -1.93 0.2 0.2 6.0 (59)(121)(117)(161) 
KKR25 16 13 48.0 54 22 16.0 0.009 26.42 0.07 0.07 -65.0 15.0 15.0 15.5 0.2 0.2 999 999 999 0.49 0.03 0.03 24.0 0.2 0.2 0.47 0.03 0.03 999 999 999 999 999 999 999 999 999 999 999 999 999 -2.1 0.3 0.3 6.0 (59)(120)(203) 
NGC55 0 14 53.6 -39 11 48.0 0.013 26.43 0.12 0.12 129.0 2.0 2.0 7.9 0.1 0.1 108.0 2.0 2.0 0.83 0.01 0.01 19.3 999 999 5.16 999 999 999 999 999 999 999 999 1300.0 999 999 999 86.0 6.0 6.0 999 999 999 9.0 (85)(67)(41)(162) 
ESO294-G010 0 26 33.4 -41 51 19.0 0.006 26.54 0.04 0.04 117.0 5.0 5.0 15.3 0.3 0.3 8.0 999 999 0.51 999 999 22.3 0.2 0.2 0.42 0.04 0.04 999 999 999 999 999 999 0.34 9.7 0.9 0.9 999 999 999 -1.48 0.17 0.17 6.0 (59)(86)(121)(117)(161) 
NGC300 0 54 53.5 -37 41 4.0 0.013 26.59 0.06 0.06 146.0 2.0 2.0 8.1 0.1 0.1 111.0 2.0 2.0 0.29 0.01 0.01 21.0 999 999 5.0 999 999 999 999 999 80.0 5.0 5.0 1800.0 13.0 5.0 5.0 98.8 3.1 3.1 999 999 999 9.0 (59)(67)(41)(164)(165) 
IC5152 22 2 41.5 -51 17 47.0 0.025 26.45 0.05 0.05 122.0 2.0 2.0 10.9 999 999 100.0 2.0 2.0 0.38 0.02 0.02 20.1 999 999 0.97 999 999 999 999 999 999 999 999 87.0 999 999 999 999 999 999 999 999 999 9.0 (59)(67)(41) 
KKH98 23 45 34.0 38 43 4.0 0.123 27.01 0.09 0.09 -136.9 1.0 1.0 15.2 0.3 0.3 175.0 1.0 1.0 0.41 0.01 0.01 22.8 0.2 0.2 0.64 0.06 0.06 999 999 999 999 999 999 6.6 999 999 999 999 999 999 -1.94 0.25 0.25 6.0 (59)(84)(117)(119)(90) 
UKS2323-326 23 26 27.5 -32 23 20.0 0.015 26.72 0.09 0.09 62.0 5.0 5.0 13.5 0.2 0.2 120.0 4.0 4.0 0.1 0.01 0.01 22.9 0.2 0.2 0.9 0.1 0.1 999 999 999 999 999 999 17.0 999 999 999 999 999 999 -1.68 0.19 0.19 6.0 (59)(87)(122)(119)(166)(117) 
KK258 22 40 43.9 -30 47 59.0 0.013 26.85 0.07 0.07 92.0 5.0 5.0 16.3 999 999 999 999 999 0.5 999 999 26.0 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 999 -1.6 999 999 4.0 (219)(220) 
KKR3 14 7 10.5 35 3 37.0 0.014 26.7 0.12 0.12 63.3 1.8 1.8 17.2 0.3 0.3 0.0 1.0 1.0 0.05 0.01 0.01 23.8 0.2 0.2 0.36 0.04 0.04 999 999 999 999 999 999 2.5 7.5 0.5 0.5 0.0 0.0 0.0 -2.02 0.25 0.25 6.0 (59)(88)(117)(119) 
KKs3 2 24 44.4 -73 30 51.0 0.05 26.63 0.07 0.07 316.0 7.0 7.0 14.5 0.1 0.1 999 999 999 0.6 999 999 24.9 0.1 0.1 0.57 0.06 0.06 999 999 999 999 999 999 999 999 999 999 999 999 999 -1.9 999 999 4.0 (233)(234)(220) 
GR8 12 58 40.4 14 13 3.0 0.026 26.69 0.12 0.12 213.9 2.5 2.5 14.5 0.2 0.2 61.0 2.0 2.0 0.2 0.05 0.05 22.6 0.2 0.2 0.32 0.04 0.04 999 999 999 999 999 999 11.0 7.0 0.2 0.2 0.0 0.0 0.0 999 999 999 9.0 (59)(69)(123)(124) 
UGC9128 14 15 56.5 23 3 19.0 0.023 26.8 0.04 0.04 152.0 1.0 1.0 14.4 0.3 0.3 46.0 2.0 2.0 0.4 0.05 0.05 22.6 0.2 0.2 0.64 0.07 0.07 999 999 999 999 999 999 18.0 15.0 999 999 56.0 999 999 -2.33 0.24 0.24 6.0 (59)(63)(124)(117) 
UGC8508 13 30 44.4 54 54 36.0 0.015 27.06 0.03 0.03 56.0 5.0 5.0 13.7 0.1 0.1 120.0 2.0 2.0 0.45 0.05 0.05 21.5 0.2 0.2 0.42 0.04 0.04 999 999 999 999 999 999 29.0 999 999 999 31.2 2.3 2.3 -1.91 0.19 0.19 6.0 (89)(90)(124)(117)(90)(168) 
IC3104 12 18 46.0 -79 43 34.0 0.41 26.78 0.18 0.18 429.0 4.0 4.0 12.8 999 999 45.0 2.0 2.0 0.52 0.02 0.02 23.3 999 999 2.01 999 999 999 999 999 999 999 999 13.0 999 999 999 999 999 999 999 999 999 9.0 (91)(67)(41) 
DDO125 12 27 40.9 43 29 44.0 0.02 27.06 0.05 0.05 194.9 0.2 0.2 12.7 0.3 0.3 112.0 4.0 4.0 0.41 0.01 0.01 22.1 0.2 0.2 1.04 0.1 0.1 999 999 999 999 999 999 35.0 7.3 1.5 1.5 11.2 2.7 2.7 -1.73 0.17 0.17 6.0 (89)(84)(117)(119)(169)(170) 
UGCA86 3 59 48.3 67 8 19.0 0.938 27.36 0.17 0.17 67.0 4.0 4.0 14.2 999 999 25.0 1.0 1.0 0.32 0.03 0.03 22.8 999 999 0.94 999 999 999 999 999 999 999 999 860.0 8.8 1.0 1.0 122.0 5.0 5.0 999 999 999 9.0 (92)(41)(125)(119)(172) 
DDO99 11 50 53.0 38 52 49.0 0.026 27.07 0.14 0.14 251.0 4.0 4.0 13.9 0.1 0.1 70.0 4.0 4.0 0.29 0.01 0.01 22.9 0.2 0.2 0.9 0.09 0.09 999 999 999 999 999 999 52.0 999 999 999 999 999 999 -2.13 0.22 0.22 6.0 (89)(90)(123)(119)(117) 
IC4662 17 47 8.8 -64 38 30.0 0.07 26.94 0.17 0.17 302.0 3.0 3.0 11.1 0.3 0.3 111.0 4.0 4.0 0.27 0.01 0.01 18.7 0.2 0.2 0.48 0.05 0.05 999 999 999 999 999 999 180.0 999 999 999 999 999 999 -1.34 0.13 0.13 6.0 (92)(67)(117)(119) 
DDO190 14 24 43.4 44 31 33.0 0.012 27.23 0.03 0.03 150.0 4.0 4.0 12.8 0.1 0.1 82.0 5.0 5.0 0.1 0.02 0.02 21.4 0.2 0.2 0.64 0.06 0.06 999 999 999 999 999 999 43.0 10.0 2.4 2.4 24.7 2.5 2.5 -2.0 0.08 0.08 6.0 (89)(93)(126)(117)(169)(170) 
KKH86 13 54 33.5 4 14 35.0 0.027 27.06 0.16 0.16 287.2 0.7 0.7 17.1 0.3 0.3 177.0 1.0 1.0 0.39 0.01 0.01 23.2 0.2 0.2 0.28 0.03 0.03 999 999 999 999 999 999 0.88 999 999 999 999 999 999 -2.33 0.29 0.29 6.0 (89)(84)(117)(119)(173) 
NGC4163 12 12 9.1 36 10 9.0 0.02 27.28 0.03 0.03 165.0 5.0 5.0 13.2 0.3 0.3 11.0 2.0 2.0 0.3 0.05 0.05 21.1 0.2 0.2 0.45 0.05 0.05 999 999 999 999 999 999 7.9 7.4 999 999 8.7 999 999 -1.65 0.15 0.15 6.0 (89)(94)(124)(117)(174) 
DDO113 12 14 57.9 36 13 8.0 0.02 27.35 0.06 0.06 284.0 6.0 6.0 16.4 0.3 0.3 999 999 999 0.0 0.09 0.09 24.0 0.2 0.2 0.7 0.07 0.07 999 999 999 999 999 999 48.0 999 999 999 999 999 999 -1.99 0.21 0.21 6.0 (89)(41)(117)(167)
